Province/State,Country name,Lat,Long,12/31/2021
,Kazakhstan,48.0196,66.9237,18211
,Kenya,-0.0236,37.9062,5378
,Kiribati,-3.3704,-168.734,0
,"Korea, North",40.3399,127.5101,0
,"Korea, South",35.907757,127.766922,5625
,Kosovo,42.602636,20.902977,2990
,Kuwait,29.31166,47.481766,2468
,Kyrgyzstan,41.20438,74.766098,2802
,Laos,19.85627,102.495496,372
,Latvia,56.8796,24.6032,4570
,Lebanon,33.8547,35.8623,9119
,Lesotho,-29.61,28.2336,665
,Liberia,6.428055,-9.429499,287
,Libya,26.3351,17.228331,5710
,Liechtenstein,47.14,9.55,69
,Lithuania,55.1694,23.8813,7397
,Luxembourg,49.8153,6.1296,915
,MS Zaandam,0,0,2
,Madagascar,-18.766947,46.869107,1027
,Malawi,-13.2543,34.3015,2364
,Malaysia,4.210484,101.975766,31487
,Maldives,3.2028,73.2207,262
,Mali,17.570692,-3.996166,660
,Malta,35.9375,14.3754,476
,Marshall Islands,7.1315,171.1845,0
,Mauritania,21.0079,-10.9408,866
,Mauritius,-20.348404,57.552152,786
,Mexico,23.6345,-102.5528,299428
,Micronesia,7.4256,150.5508,0
,Moldova,47.4116,28.3699,10275
,Monaco,43.7333,7.4167,38
,Mongolia,46.8625,103.8467,1986
,Montenegro,42.708678,19.37439,2411
,Morocco,31.7917,-7.0926,14849
,Mozambique,-18.665695,35.529562,2006
,Namibia,-22.9576,18.4904,3633
,Nauru,-0.5228,166.9315,0
,Nepal,28.1667,84.25,11594
Aruba,Netherlands,12.5211,-69.9683,181
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,23
Curacao,Netherlands,12.1696,-68.99,189
Sint Maarten,Netherlands,18.0425,-63.0548,75
,Netherlands,52.1326,5.2913,20924
Cook Islands,New Zealand,-21.2367,-159.7777,0
Niue,New Zealand,-19.0544,-169.8672,0
,New Zealand,-40.9006,174.886,48
,Nicaragua,12.865416,-85.207229,217
,Niger,17.607789,8.081666,275
,Nigeria,9.082,8.6753,3030
,North Macedonia,41.6086,21.7453,7960
,Norway,60.472,8.4689,1305
,Oman,21.512583,55.923255,4116
,Pakistan,30.3753,69.3451,28933
,Palau,7.515,134.5825,0
,Panama,8.538,-80.7821,7428
,Papua New Guinea,-6.314993,143.95555,590
,Paraguay,-23.4425,-58.4438,16624
,Peru,-9.19,-75.0152,202690
,Philippines,12.879721,121.774017,51504
,Poland,51.9194,19.1451,97054
,Portugal,39.3999,-8.2245,18955
,Qatar,25.3548,51.1839,618
,Romania,45.9432,24.9668,58752
,Russia,61.52401,105.318756,302671
,Rwanda,-1.9403,29.8739,1350
,Saint Kitts and Nevis,17.357822,-62.782998,28
,Saint Lucia,13.9094,-60.9789,295
,Saint Vincent and the Grenadines,12.9843,-61.2872,81
,Samoa,-13.759,-172.1046,0
,San Marino,43.9424,12.4578,100
,Sao Tome and Principe,0.1864,6.6131,57
,Saudi Arabia,23.885942,45.079162,8877
,Senegal,14.4974,-14.4524,1890
,Serbia,44.0165,21.0059,12714
,Seychelles,-4.6796,55.492,134
,Sierra Leone,8.460555,-11.779889,123
,Singapore,1.2833,103.8333,828
,Slovakia,48.669,19.699,16635
,Slovenia,46.1512,14.9955,5589
,Solomon Islands,-9.6457,160.1562,0
,Somalia,5.152149,46.199616,1333
,South Africa,-30.5595,22.9375,91145
,South Sudan,6.877,31.307,135
,Spain,40.463667,-3.74922,89405
,Sri Lanka,7.873054,80.771797,14979
,Sudan,12.8628,30.2176,3331
,Summer Olympics 2020,35.6491,139.7737,0
,Suriname,3.9193,-56.0278,1189
,Sweden,60.128161,18.643501,15310
,Switzerland,46.8182,8.2275,12217
,Syria,34.802075,38.996815,2897
,Taiwan*,23.7,121,850
,Tajikistan,38.861,71.2761,125
,Tanzania,-6.369028,34.888822,737
,Thailand,15.870032,100.992541,21698
,Timor-Leste,-8.874217,125.727539,122
,Togo,8.6195,0.8248,248
,Tonga,-21.179,-175.1982,0
,Trinidad and Tobago,10.6918,-61.2225,2869
,Tunisia,33.886917,9.537499,25569
,Turkey,38.9637,35.2433,82361
,Tuvalu,-7.1095,177.6493,0
,US,40,-100,825468
,Uganda,1.373333,32.290275,3294
,Ukraine,48.3794,31.1656,102088
,United Arab Emirates,23.424076,53.847818,2164
Anguilla,United Kingdom,18.2206,-63.0686,5
Bermuda,United Kingdom,32.3078,-64.7505,110
British Virgin Islands,United Kingdom,18.4207,-64.64,39
Cayman Islands,United Kingdom,19.3133,-81.2546,11
Channel Islands,United Kingdom,49.3723,-2.3644,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0
Gibraltar,United Kingdom,36.1408,-5.3536,100
Guernsey,United Kingdom,49.448196,-2.58949,24
Isle of Man,United Kingdom,54.2361,-4.5481,67
Jersey,United Kingdom,49.2138,-2.1358,89
Montserrat,United Kingdom,16.742498,-62.187366,1
Pitcairn Islands,United Kingdom,-24.3768,-128.3242,0
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,-7.9467,-14.3559,0
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,26
,United Kingdom,55.3781,-3.436,177397
,Uruguay,-32.5228,-55.7658,6170
,Uzbekistan,41.377491,64.585262,1485
,Vanuatu,-15.3767,166.9592,1
,Venezuela,6.4238,-66.5897,5328
,Vietnam,14.058324,108.277199,32394
,West Bank and Gaza,31.9522,35.2332,4919
,Winter Olympics 2022,39.9042,116.4074,0
,Yemen,15.552727,48.516388,1984
,Zambia,-13.133897,27.849332,3734
,Zimbabwe,-19.015438,29.154857,5004
